"Job ID","Workflow Name","Batch Name","App Name","Original File Name","Result - type","Result - duration","Result - musicai_mood","Result - musicai_genre","Result - musicai_energy","Result - musicai_lyrics","Result - musicai_emotion","Result - musicai_subgenre"
"221e839c-8b0e-4fb4-ae30-ad4041ef7d74","metadata",,"Default Application","Orgone - Open Season.mp3","audio",315.08898,"[""energetic"",""happy"",""sexy""]","[""funkSoul"",""afro""]","high","https://storage.googleapis.com/moises-production--developer/orchestrator/d386fbd8-d172-438f-8676-c18e8e2ba867/29ce0e3f-70ea-48a4-ad21-56f8fb57d9a6/Orgone%20-%20Open%20Season--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596160&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=be0173e0973ba049885bae4826d4b0fc150312eacbb12d04cf1d70a2a43e9a755b1e1d6d81ee50e94628672ee8f6f3b5585fc33e203f6851e0afc61c43992e5d8cf2fe3bf9904b65ab3912da01ce28170ed9b611943aa2d48e73d9ca56d2b2132c26ff72d6410bbf4bbf5e536be98f630e8c266acb6052bdb1191a9783e5ba50910ca80fe4cfc56b9390e5d3e0fae3a367553a2d797394a78993552dfc1ff3c0d5653284da70c2263d0efecfb4dba5cff2194d7ff969e5f257ab1e3de7f1c042ab7b4a72effa1a942cfe4b99c2c42cba2626ffe353aca021cf5e7f3dcd4deef4328e40fc5733ac8fa4e08d972024ab4ef2b70e6cc501723243554fccebad9c66","positive","[""funk""]"
"8b04ce3a-c02c-4463-8d76-9bdfd9ca85d5","metadata",,"Default Application","Ode Two - Tanhai Collective.mp3","audio",311.849796,"[""chilled"",""energetic"",""happy""]","[""jazz""]","variable","https://storage.googleapis.com/moises-production--developer/orchestrator/25aa6eb2-9538-48e7-8a39-1acae0e7394d/a74c7066-12d1-420b-8b3a-39a829e84045/Ode%20Two%20-%20Tanhai%20Collective--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596160&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=7e0ff0e00f5f4a7c8d0424d840898070dfd6d134f1c97f91e8bd7ad8cd4b640d6ec09374cb03687547156ce055c5e49b6d9447b416fcb6ddc98b35b17125799cecdf2e57f08feb3fc686ad7ffa0b7eb19ff5563e2c460b4d9be38cd29cfb7b197f9b46208f17080711bac0ca578d5cf0223d64a3a48e42fd30c858e6eaf012524857e7031f44bc3894ccc9a036a4ad02f7aa5241b7b1461a295e11e5add60345e07f700f5f16cbbed6bfdccd40e3a54e04561de86f04dddf53cc99b63f623bc9bb241ab7482030677041d819f90bb3a3fbf9cd44791b7283411f018e8553079e1b80eacdf237de609d26a47a09da622d0230f9c8912271307493c369c7db12cf","balanced","[""contemporaryJazz"",""fusion"",""smoothJazz""]"
"f6cd08c7-3397-45b4-b209-223352d26cb9","metadata",,"Default Application","Metallica - Master of Puppets.mp3","audio",515.448163,"[""energetic"",""aggressive""]","[""metal"",""rock""]","variable","https://storage.googleapis.com/moises-production--developer/orchestrator/d3626ac8-e9d1-4d56-b5d3-080a6ee2e3dc/a6dc096b-ffff-45f3-9fb1-0ff440529669/Metallica%20-%20Master%20of%20Puppets--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596160&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=34b175c442cf72644ce17bc01f5a11ec2e41a002f0a395b16be9795117c243e9db3e855b214eff0591a12f43eb7fab4d2574000d450ff21093196844c603a65c60733c1b7f4a85ccdc767d75312ac233fd1a8cc414f75fe301e827c46df6cdf161ce5eae2573309857a21192b61ed85a2939e84afd41837c573f0143ac508164addd536406c18b5450d1d32859aceaa0f0bf60bfaee13b70a330f43af84311083394a1c990e162de6104171fc921d2b56c3ffbce9228cee4e59ef32666a637d493d6d65cf66b0236dca6d9336fc178d6ff9937bacf09366ef1e48daab65406d07e797351ca35c407f3f0a5c00ddcfdd89dfb8b245bf1bd718287b382781bf26a","balanced","[""hardRock"",""heavyMetal"",""punk""]"
"d062c453-e208-4a88-87fb-5597472e80b1","metadata",,"Default Application","Metallica - Enter Sandman.mp3","audio",331.049796,"[""energetic"",""aggressive""]","[""metal"",""rock""]","high","https://storage.googleapis.com/moises-production--developer/orchestrator/a1ff7d55-bc35-482b-b217-8d1318ea6ec3/dd0bc451-aa00-433d-8361-0eec4622893c/Metallica%20-%20Enter%20Sandman--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596160&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=8f94bb59e206a3fa950a371c8d9c8e739fd8db48920b29bba1e8c928188850531aab4c2bbdf8d0470a74826241e9ea66e0b1e5d86cd456e1061eb76d491d0c41de82ff035f296daf8eba8adead24cba85e44910d2b30e9650ad3a078991e54fe49cf9ce95840220bb07d6ea472b4e45069ef68d356190485448546f7824dccec0588d7af9aa810502846b172ac1f5eaf50885e6063112453bb094bad516cb782438f21f7b9f625cae3e25abf4ecc69837f36d67c1fe5255c316047c5f06367739688dfc5403d8003735c6d075a41fcb7c54c5453510d6ee1b077fcf593e4711a28cd857103084cfb5f9b0ce4813bf57d5eb28ad800b62c235ff22370b80ace33","balanced","[""hardRock"",""heavyMetal""]"
"d40a048d-0ae6-4af2-8a63-4348e0ebe404","metadata",,"Default Application","LISA - NEW WOMAN feat. Rosalía (Official Music Video).mp3","audio",191.111837,"[""energetic"",""sexy"",""happy""]","[""rnb""]","high","https://storage.googleapis.com/moises-production--developer/orchestrator/7ea39488-cd66-4ee8-93aa-1c7026f03a1c/7cdbf275-4479-490d-b325-ec9fea8fbd7a/LISA%20-%20NEW%20WOMAN%20feat.%20Rosal%C3%ADa%20%28Official%20Music%20Video%29--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596160&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=0f50a4c1842dfeb7bc8e716d6cb42c6edeec74dd007001fc525b68ee0f2af02c14be87e4e020f6da4e5406c3e120b884de022f0556d8c1b3a95c5bb123f63ec12be9a75e113fef149b4061c239dac24a51f29d3285bd21d0855f6ce4b7a758d55c346fcc18e3c99d8e009a155f4a93dc705328a2369973186dca2a5b38cb89fa23d6126fb7525b3fea5535336f08e61ed5e6543a9c6f3c7df0704362014df20e28c3ece1ba6830c17653346b35a8b4e12ce5a9aafd9c2b7280a7f57762a6c34aa5446e757d207bb08993d74a06ed09acb03c261a0f49d02ab8e4a9604ce67bdc60fe5ab43b98da92a33f843931a42838403e030d767af3707537bd37a3d75e9d","positive","[]"
"e8c283ce-c66f-4ab4-9046-a6a3c110e46c","metadata",,"Default Application","Kokolo - Soul Power (Lack of Afro Remix).mp3","audio",214.883265,"[""happy"",""energetic"",""chilled""]","[""funkSoul""]","high","https://storage.googleapis.com/moises-production--developer/orchestrator/e11b9e78-720c-40a9-a83c-1a96118ffcda/e085bc8d-eafe-4a92-9781-91e9774df679/Kokolo%20-%20Soul%20Power%20%28Lack%20of%20Afro%20Remix%29--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596161&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=8c8e4e7ceed7952506822a7b3dd641e01b3d206eb74e95364491f3381921fcecc6d4660ac8ad770f4014103f4fefc16cd36ae9e1394d4090ec43bb2e27f3969d69fac6d9819543ddf9ad3c523a43b8189b11ee1e96d86f3872ad5cbe0e63f39f6fabe3ab3c51ab467fd12556be447a69488d01e9b41d2ea974346af7eb0fdccc2de66178da0d6f8252e1552102599f11f75a1e6d3875e5645a9943d34e4a759e2c44b6e40a46ee6c711b468e4e1254a3d6cb1b5106887ced146bd41b61a70876b1484f4a02972dc694ace9885a293458da86d3f3c8ca78cd1c08184b833f43f108749338b831e223eb7e333b1c60d8c95bb4ba6d09da850ad4255be80b2cdb42","positive","[""funk""]"
"7a6130fe-f4c8-46f4-9c62-0d67a6b96f8d","metadata",,"Default Application","Galt MacDermot - Coffee Cold.mp3","audio",219.768163,"[""chilled""]","[""funkSoul"",""blues""]","medium","https://storage.googleapis.com/moises-production--developer/orchestrator/0a4fdd8c-12e6-4353-b912-a497ad3c8985/771d694e-6035-484b-adf1-77e28706c352/Galt%20MacDermot%20-%20Coffee%20Cold--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596161&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=8c970b003c4047695afcbf3a0e87ae70736a184ccd09f0c41be9f27d8792d3c4552ed1d6d910002db9e46d1c14ae28e97ce80596b6bf3021fc867a1bfc8f9fc54ba45b67913ccb22c6012d8d136ef403959a20ad6d9b3dfa6c084814da14eeb3a491157f0d196ff5c12faa0aaf1484f25a26cc784d2f7c73c8d84daaadb26c7e377f14dcb623094974eef765b211a62776471e09e2543942ffe50dc09cb4a4cde7dbb362285bbdea371de2181bb17118b7ec7cf7cb49d43ec74a2a93807cca47dc6c9c55f22f7f0db5978251ff86c0a5479a3f85f4f619ef3d199d2ce81dfa8300e727ce698a333e1943fc119cca853d46c28e502ab84dc22558a5e67e4c847f","positive","[""soul""]"
"aaa945c9-a38d-4c14-8285-6f587318f265","metadata",,"Default Application","Fugees - How Many Mics.mp3","audio",270.550204,"[""chilled"",""energetic"",""happy""]","[""rapHipHop""]","medium","https://storage.googleapis.com/moises-production--developer/orchestrator/14d0bc59-8cb4-4570-850e-1b807c0f9680/9f44c609-d98a-4c17-baf0-460d0a49aebb/Fugees%20-%20How%20Many%20Mics--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596161&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=8a42b141a65ef5f8f5fc997fc0080082cb5f953b80b4ada223bda87518680f040d0a55270dddaf07000d54642570784cd91394adca9c1ccb91afc08766ba28b27fd2941ef1a3159675f7913d0bb8b9f652aacfa0f5a3a9a82249231f7202983c5bf1ed4c72773dc198e00b1b69cee788d7709bded049fcd84cfa34046678ba8d4bb46b40d99ff9881d03e5fb9eac715cfd4f8de1bc68ca19e77bbf77f3c43819836d47746e7a34d00d2e2c1f33d8d1b64163ef8e69bdba5e12aab708f04de008711ded19d3df938ed5faeca63f7a82fbfb229a71dc38d8248e8b5fd63bedbcf56cc3a0422efab0a4a96e6b7a1b2ec83758aa132ced84492d39096a9bdee44685","positive","[""jazzyHipHop""]"
"18c159ac-8f5a-44e2-ba45-719cc4de0db8","metadata",,"Default Application","Eminem - Rap God.mp3","audio",369.293061,"[""energetic""]","[""rapHipHop""]","high","https://storage.googleapis.com/moises-production--developer/orchestrator/efcc35c7-30a4-45b2-8f5f-60404707784f/744aecb5-c400-48ca-833a-7c270eaf0c5b/Eminem%20-%20Rap%20God--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596161&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=00ea54474aacc74a5ccdbc4625e16c571cc687be9b07a49b555971f4259470949bb1802c79b73e837cded170bed6228d51dc7b465fc0903dea1529261f54ec4c71f4221954ebedba76a9cb2101bbe371084714c5d49ab924e87c02e317a1a4b3fb3bbc072888890e99be229c14ec212748355340069587da6e0d93d1de75119fb81479f404e013b1f874c2b02b3132453900e48817f926bda4a16cb06dd4503ddc69a0e1542a411be98a31042fd120b20825a39a185ed356be4799c8041a2d990af9196a4f82e9a32c929af7ea2d36d9c974a58189dea62c0f82b581ee5a12696261320c818afa76057a44bcc60d3a85ad429fef9b2538a91e6fe5e00ea560f9","balanced","[""gangsta""]"
"b69262d6-7ab1-42f8-a364-bdb2c1d6fd09","metadata",,"Default Application","Eliza Rose & Interplanetary Criminal - B.O.T.A. (Baddest Of Them All).mp3","audio",227.056327,"[""happy""]","[""electronicDance""]","high","https://storage.googleapis.com/moises-production--developer/orchestrator/1027e134-0f38-48f4-a5c0-fb8fdad60ec3/9d2cadfd-66b2-4949-8b16-a694d054c656/Eliza%20Rose%20%26%20Interplanetary%20Criminal%20-%20B.O.T.A.%20%28Baddest%20Of%20Them%20All%29--musicai_lyrics.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=731360694588-compute%40developer.gserviceaccount.com%2F20240828%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20240828T152910Z&X-Goog-Expires=596161&X-Goog-SignedHeaders=host&response-content-disposition=attachment&X-Goog-Signature=0e7b3ac58328c665a85fb09e7da29d1da71ba59141114114e0a17491833d51a9e436bb0ebd8690b44650c4ffbdb8b254a9cf6fc65def7a7b57aa76c20c10a98f52abfdf0eee33f88f89f69920c021761da8d0923803afa9324d49477831777697b685bd7ca081e2d88028e7b64d1fb20401d8ccfec074c8e592b6838f9808bf8ffdaa3f2cc9a71c8fd880a8f8d4da8eaf701e3e429bbcb58777c09c7ca196d697d64c6d5b9b1dafcf971b0a5a0920b1929bd7fd8d6d776d6e247752aa51ee0146e4308fd73957fb53c37e916d0331f8550970aeb03da9f497f3c1a0b44c6b7b8d31e2ac101f60028da2d934afdfe0bda3e41fa82e792a1bb3fe3c54ae68eec65","positive","[""house""]"
